Amount,Hour,Frequency,Receiver_Known,Deviation,Location_New,Transactions_Last_1min,Class
67449,16,2,1,67.449,0,2,0
69756,4,3,1,69.756,1,3,0
118521,0,3,1,100.0,1,3,0
187270,2,4,1,100.0,1,4,0
154761,14,0,1,100.0,0,0,0
32021,15,1,1,32.021,1,1,0
95861,21,4,0,95.86099999999999,0,4,0
12917,13,2,1,12.917000000000002,0,2,0
174556,16,0,1,100.0,0,0,0
45731,21,0,1,45.731,1,0,0
194765,13,3,1,100.0,1,3,1
120362,8,1,0,100.0,0,1,0
152848,20,3,0,100.0,0,3,0
105191,2,4,1,100.0,0,4,0
11916,0,2,0,11.916,1,2,0
40953,12,5,1,40.953,0,5,0
33141,17,1,1,33.141,0,1,0
188287,14,0,0,100.0,0,0,0
107233,14,5,1,100.0,0,5,1
117752,10,4,0,100.0,1,4,1
197479,13,2,1,100.0,1,2,0
174432,19,1,1,100.0,0,1,0
70896,10,3,1,70.896,1,3,0
8189,10,3,1,8.189,0,3,0
87172,20,3,1,87.17200000000001,1,3,0
31468,17,5,1,31.468,0,5,0
30306,16,1,0,30.306,0,1,0
151249,13,1,0,100.0,0,1,0
51250,2,0,0,51.24999999999999,1,0,0
251,20,0,0,0.251,0,0,0
86710,5,3,1,86.71,0,3,0
33553,4,1,1,33.553,1,1,0
42497,3,0,1,42.497,1,0,0
119513,6,3,1,100.0,0,3,0
16963,12,1,0,16.963,1,1,0
35131,23,3,1,35.131,0,3,0
41201,19,1,0,41.201,0,1,0
44359,22,1,0,44.359,0,1,0
35102,10,1,0,35.102,1,1,0
15299,14,0,0,15.299,0,0,0
199550,1,0,1,100.0,1,0,0
47491,19,3,0,47.491,1,3,0
33080,16,1,1,33.08,0,1,0
28106,20,3,0,28.105999999999998,1,3,0
167434,22,3,0,100.0,1,3,1
13116,15,2,1,13.116,0,2,0
38867,22,5,0,38.867000000000004,0,5,0
8043,17,0,1,8.043,1,0,0
165237,20,0,0,100.0,1,0,1
111858,16,5,0,100.0,1,5,0
121532,16,3,1,100.0,0,3,0
95672,16,3,1,95.672,1,3,0
66675,11,5,1,66.675,0,5,0
18239,8,2,1,18.239,1,2,0
45064,0,2,0,45.064,1,2,0
111407,7,4,0,100.0,1,4,1
86489,8,3,0,86.489,0,3,0
164647,8,1,0,100.0,0,1,0
146931,11,2,0,100.0,0,2,0
41643,9,2,0,41.643,0,2,0
29755,14,1,0,29.755,0,1,0
137291,9,3,1,100.0,0,3,0
7381,21,3,1,7.381,1,3,0
24669,9,4,1,24.669,0,4,0
31108,13,3,0,31.108000000000004,1,3,0
48494,14,1,1,48.494,1,1,0
104569,1,0,0,100.0,0,0,0
31457,7,0,1,31.457,1,0,0
48780,3,1,0,48.78,1,1,0
14351,2,3,1,14.350999999999999,1,3,0
104956,13,1,0,100.0,0,1,0
169275,17,2,0,100.0,0,2,0
12765,15,3,1,12.765,0,3,0
24550,1,1,1,24.55,1,1,0
119069,6,3,0,100.0,0,3,0
165144,16,0,1,100.0,0,0,0
191695,18,3,1,100.0,0,3,0
14474,16,3,1,14.474,1,3,0
186780,17,4,0,100.0,1,4,0
20876,7,3,0,20.876,0,3,0
62281,9,4,1,62.281,0,4,0
198637,9,0,1,100.0,0,0,0
61854,22,0,1,61.854,0,0,0
133758,11,3,1,100.0,0,3,0
140271,10,5,1,100.0,1,5,1
29106,7,1,1,29.105999999999998,0,1,0
165496,6,3,1,100.0,0,3,0
17109,22,5,1,17.108999999999998,0,5,0
159558,8,1,1,100.0,0,1,0
25770,18,0,0,25.77,0,0,0
89180,9,3,1,89.18,1,3,0
126297,10,2,1,100.0,1,2,0
18037,18,0,0,18.037,0,0,0
58289,6,1,1,58.289,1,1,0
66203,8,3,1,66.203,1,3,0
84516,9,4,0,84.516,0,4,1
114897,5,4,1,100.0,0,4,0
112443,12,1,1,100.0,0,1,0
102586,23,0,1,100.0,1,0,0
122297,2,3,1,100.0,1,3,0
103979,18,3,1,100.0,0,3,0
87120,9,2,0,87.12,0,2,0
111893,15,0,1,100.0,1,0,0
93332,4,1,0,93.33200000000001,0,1,0
78886,21,0,0,78.886,1,0,0
54234,19,3,0,54.234,0,3,0
86128,2,3,0,86.128,1,3,0
62716,20,0,1,62.71600000000001,0,0,0
10301,11,0,1,10.301,0,0,0
26438,15,0,1,26.438,0,0,0
69341,7,0,0,69.341,0,0,0
102520,10,1,1,100.0,1,1,0
64235,15,2,0,64.235,0,2,0
134305,3,2,0,100.0,0,2,0
15742,11,3,1,15.742,0,3,0
73237,9,4,1,73.237,1,4,1
109686,10,5,0,100.0,0,5,1
50134,12,1,1,50.134,1,1,0
68834,21,2,0,68.83399999999999,1,2,0
146680,0,4,1,100.0,0,4,0
128043,4,3,1,100.0,0,3,0
49050,2,0,0,49.05,1,0,0
81534,17,5,1,81.53399999999999,0,5,0
81530,5,1,1,81.53,0,1,0
7300,23,0,1,7.3,1,0,0
110031,7,0,1,100.0,0,0,0
99372,15,4,1,99.372,0,4,1
160506,8,0,0,100.0,0,0,0
190518,18,1,0,100.0,0,1,0
59441,5,1,1,59.441,0,1,0
77003,21,5,1,77.003,0,5,1
42143,15,0,0,42.143,0,0,0
85655,13,4,0,85.655,1,4,1
35434,11,3,1,35.434,1,3,0
78740,18,4,1,78.74,0,4,1
87730,9,3,1,87.72999999999999,0,3,0
134062,23,1,0,100.0,0,1,1
190574,12,1,1,100.0,1,1,0
186487,4,0,0,100.0,0,0,0
30968,17,0,0,30.968,1,0,0
93070,8,3,1,93.07,1,3,0
62801,12,2,1,62.800999999999995,0,2,0
22772,4,1,1,22.772000000000002,0,1,0
38846,2,0,0,38.846000000000004,0,0,0
50712,9,4,1,50.712,0,4,1
86569,16,2,0,86.569,1,2,0
76793,7,4,1,76.793,1,4,1
26934,1,0,0,26.934,0,0,0
26753,6,3,1,26.753,0,3,0
160138,16,0,1,100.0,0,0,0
57741,12,3,0,57.741,0,3,0
69389,22,0,1,69.389,0,0,0
65576,9,0,0,65.57600000000001,0,0,0
18976,5,0,1,18.976000000000003,0,0,0
131661,21,3,1,100.0,0,3,0
53532,22,2,1,53.532000000000004,1,2,0
169595,13,3,1,100.0,0,3,0
135364,19,1,1,100.0,0,1,0
79564,4,1,1,79.56400000000001,0,1,0
556,8,3,1,0.5559999999999999,0,3,0
623,4,5,0,0.623,0,5,1
35636,21,1,0,35.636,0,1,0
34731,5,2,0,34.731,0,2,0
41530,11,0,0,41.53,0,0,0
194250,9,5,0,100.0,1,5,1
117811,13,2,1,100.0,0,2,0
38713,21,2,1,38.712999999999994,1,2,0
22428,1,1,1,22.428,0,1,0
172364,4,5,1,100.0,0,5,1
92467,16,1,1,92.467,0,1,0
47916,2,2,0,47.916,1,2,0
22025,10,0,0,22.025,0,0,0
187936,19,4,1,100.0,1,4,1
196041,18,1,1,100.0,0,1,0
166511,23,3,0,100.0,1,3,0
92548,14,0,0,92.548,0,0,0
70527,16,5,0,70.527,0,5,1
61484,1,0,1,61.48400000000001,1,0,0
104804,17,0,0,100.0,1,0,0
67783,0,3,0,67.783,1,3,0
102658,13,0,1,100.0,1,0,0
51699,21,2,1,51.699,1,2,0
26006,18,3,1,26.006,1,3,0
165537,11,5,0,100.0,0,5,0
47598,6,0,1,47.598,1,0,0
135132,8,0,1,100.0,1,0,1
122303,3,3,1,100.0,0,3,0
173726,11,5,1,100.0,1,5,0
71088,8,2,0,71.088,0,2,0
41183,17,3,1,41.183,1,3,0
19936,3,1,0,19.936,1,1,0
88735,17,3,0,88.735,1,3,0
198055,0,4,1,100.0,0,4,1
185054,19,3,1,100.0,0,3,0
147690,11,3,1,100.0,0,3,0
41989,18,1,0,41.989,1,1,0
54545,22,2,1,54.545,1,2,0
113488,9,3,0,100.0,1,3,1
36559,23,0,0,36.559000000000005,1,0,0
27845,3,3,0,27.845,1,3,0
100752,1,0,0,100.0,1,0,0
105859,16,1,1,100.0,1,1,0
46079,19,2,1,46.079,0,2,0
5398,10,1,0,5.398,1,1,0
54091,16,3,1,54.091,1,3,0
182133,18,3,1,100.0,0,3,0
47131,1,1,1,47.131,0,1,0
125469,12,3,1,100.0,0,3,0
10774,16,3,0,10.774000000000001,0,3,0
175248,10,1,0,100.0,0,1,0
33991,18,1,1,33.991,0,1,0
1655,22,0,0,1.6549999999999998,1,0,0
108428,17,1,1,100.0,1,1,0
124908,15,1,0,100.0,0,1,1
197860,21,3,1,100.0,1,3,0
81874,6,1,0,81.874,1,1,0
95051,16,3,1,95.051,1,3,0
35728,7,4,1,35.728,1,4,0
188389,11,5,1,100.0,1,5,0
56734,12,3,1,56.733999999999995,1,3,0
40503,13,0,1,40.503,1,0,0
38675,14,0,1,38.675,1,0,0
48486,11,0,0,48.486000000000004,0,0,0
98050,17,2,0,98.05,0,2,0
13940,0,3,1,13.94,1,3,0
45984,23,3,1,45.984,1,3,0
25838,10,2,0,25.838,0,2,0
106546,19,3,0,100.0,1,3,0
91421,11,3,0,91.42099999999999,0,3,0
24210,23,0,1,24.21,1,0,0
120238,20,3,1,100.0,0,3,0
152898,11,0,1,100.0,1,0,0
22360,16,0,0,22.36,0,0,0
62521,4,0,0,62.521,1,0,0
47214,12,3,1,47.214,0,3,0
93782,9,2,1,93.782,1,2,0
140093,16,0,1,100.0,0,0,0
110909,6,2,1,100.0,0,2,0
6096,5,0,0,6.096,0,0,0
28176,3,1,0,28.176000000000002,0,1,0
190454,2,1,0,100.0,1,1,0
57066,16,2,1,57.065999999999995,1,2,0
118472,23,5,0,100.0,0,5,1
11245,7,0,0,11.245,0,0,0
24516,22,3,1,24.516,0,3,0
19122,7,2,0,19.122,1,2,0
91441,5,1,1,91.44099999999999,1,1,0
94958,4,2,0,94.958,1,2,0
54584,11,3,1,54.583999999999996,0,3,0
132700,20,1,1,100.0,0,1,0
92119,17,2,0,92.119,0,2,0
33347,6,2,1,33.347,0,2,0
178369,5,2,1,100.0,1,2,0
39818,18,2,1,39.818,1,2,0
66191,4,2,0,66.191,0,2,0
17301,6,2,1,17.301,0,2,0
89302,20,3,0,89.302,0,3,0
122817,11,1,0,100.0,0,1,0
138201,0,1,1,100.0,1,1,0
134974,9,0,1,100.0,1,0,0
10355,18,5,0,10.355,1,5,1
149932,14,5,1,100.0,0,5,0
30300,21,0,0,30.3,1,0,0
129806,13,0,1,100.0,1,0,0
85681,1,0,1,85.681,0,0,0
23825,9,5,1,23.825,1,5,0
24275,21,2,0,24.275,0,2,0
193261,11,2,1,100.0,0,2,1
76004,11,3,1,76.004,1,3,0
18844,4,3,1,18.844,1,3,0
99866,3,3,1,99.866,1,3,0
32747,10,5,0,32.747,1,5,1
65771,11,2,1,65.771,1,2,0
43016,12,5,1,43.016,0,5,1
20334,10,4,0,20.334,1,4,1
149268,6,1,1,100.0,1,1,0
9432,9,5,1,9.432,0,5,0
102196,21,4,0,100.0,0,4,0
77705,13,0,1,77.705,0,0,0
109480,2,0,0,100.0,1,0,0
13334,15,3,1,13.333999999999998,0,3,0
85696,11,1,0,85.69600000000001,0,1,0
38906,11,1,0,38.906,1,1,0
133866,21,2,0,100.0,0,2,0
178078,15,1,0,100.0,0,1,0
35292,23,3,1,35.292,0,3,0
53146,11,1,0,53.146,1,1,0
186660,13,4,1,100.0,0,4,0
17984,12,3,0,17.984,0,3,0
191238,7,1,0,100.0,0,1,1
183060,16,0,1,100.0,0,0,0
9061,12,2,1,9.061,1,2,0
197225,13,0,1,100.0,0,0,0
53007,23,4,0,53.007000000000005,1,4,1
113378,0,3,1,100.0,0,3,0
117791,0,1,1,100.0,0,1,0
160106,7,0,0,100.0,1,0,1
1009,7,3,0,1.009,1,3,0
92997,8,1,1,92.997,0,1,0
171884,3,0,1,100.0,1,0,0
96565,0,2,1,96.565,1,2,0
41140,10,0,1,41.14,0,0,0
19809,3,0,0,19.808999999999997,0,0,0
166739,15,4,0,100.0,1,4,1
102526,20,1,1,100.0,0,1,0
63655,14,3,1,63.654999999999994,1,3,0
48400,3,1,1,48.4,0,1,0
132076,16,3,1,100.0,0,3,0
122474,17,4,0,100.0,0,4,0
52532,15,2,0,52.532000000000004,0,2,0
124771,12,5,1,100.0,1,5,0
24569,0,1,1,24.569,0,1,0
98117,4,2,1,98.117,1,2,0
79983,9,1,1,79.983,0,1,0
28266,12,0,1,28.266000000000002,0,0,0
37347,1,2,1,37.347,1,2,0
120501,22,5,1,100.0,1,5,0
102451,18,0,0,100.0,0,0,0
40313,1,3,1,40.313,0,3,0
13931,18,1,1,13.931,1,1,0
29615,19,1,1,29.615000000000002,0,1,0
150663,12,3,1,100.0,1,3,1
66076,19,1,1,66.07600000000001,1,1,0
40312,0,3,1,40.312,1,3,0
65112,21,4,1,65.11200000000001,1,4,0
193322,22,0,1,100.0,0,0,0
5687,2,0,0,5.686999999999999,1,0,0
6349,11,1,1,6.349,0,1,0
24055,3,2,0,24.055,0,2,0
9589,6,3,1,9.589,1,3,0
17820,10,2,1,17.82,1,2,0
118660,16,3,0,100.0,1,3,0
118011,16,1,1,100.0,0,1,0
45001,7,1,1,45.001000000000005,0,1,0
194238,0,3,0,100.0,0,3,1
32683,8,0,0,32.683,1,0,0
170422,13,0,0,100.0,0,0,0
76818,2,2,1,76.818,0,2,0
152042,17,0,1,100.0,1,0,0
125113,17,0,1,100.0,1,0,0
149380,4,1,0,100.0,0,1,1
71669,13,0,1,71.66900000000001,1,0,0
153531,0,3,1,100.0,0,3,0
21653,15,1,0,21.653,1,1,0
108301,14,5,0,100.0,0,5,0
173862,10,3,0,100.0,0,3,1
32068,13,0,0,32.068000000000005,0,0,0
43773,19,5,1,43.773,0,5,1
192778,5,1,1,100.0,0,1,0
110965,6,2,1,100.0,0,2,0
52583,0,2,0,52.583,1,2,0
74720,8,2,1,74.72,0,2,0
33255,6,2,1,33.255,0,2,0
129618,0,4,0,100.0,1,4,0
34601,2,2,1,34.601,1,2,0
70275,5,3,1,70.275,1,3,0
71413,4,3,0,71.41300000000001,0,3,0
48606,16,5,1,48.606,1,5,0
60838,21,3,0,60.838,0,3,0
38188,20,2,1,38.188,1,2,0
943,21,1,1,0.943,1,1,0
87403,0,4,1,87.40299999999999,0,4,1
175214,14,5,0,100.0,1,5,0
45065,22,1,0,45.065,0,1,0
82443,21,2,0,82.443,0,2,0
21849,23,0,0,21.849,0,0,0
23348,10,1,1,23.348,0,1,0
183330,4,5,1,100.0,1,5,1
65916,14,1,0,65.916,1,1,0
80589,23,4,0,80.589,1,4,0
14433,5,2,0,14.433000000000002,0,2,0
175554,5,2,0,100.0,0,2,0
176283,19,4,0,100.0,1,4,1
166293,21,2,1,100.0,1,2,0
173685,9,4,1,100.0,0,4,1
29617,3,3,0,29.616999999999997,0,3,0
101966,17,2,1,100.0,1,2,0
26199,4,2,0,26.199,1,2,0
47593,22,2,1,47.593,1,2,0
97805,9,1,1,97.80499999999999,0,1,0
27694,2,1,0,27.694000000000003,1,1,0
10935,15,4,1,10.935,1,4,0
2171,5,3,1,2.171,1,3,0
65484,4,0,1,65.484,1,0,0
30048,19,4,0,30.048000000000002,0,4,0
153614,17,4,1,100.0,0,4,1
121188,16,3,0,100.0,1,3,0
58245,9,4,1,58.245000000000005,1,4,0
190378,16,5,1,100.0,0,5,0
15689,7,0,0,15.689,1,0,0
46055,15,4,1,46.055,1,4,0
6735,8,3,1,6.734999999999999,1,3,0
163444,17,3,0,100.0,0,3,0
88058,23,4,1,88.058,0,4,0
602,21,0,0,0.602,0,0,0
152282,9,3,1,100.0,0,3,0
49843,5,2,0,49.842999999999996,0,2,0
56196,7,3,1,56.196,1,3,0
129138,19,0,1,100.0,1,0,1
150681,17,3,1,100.0,0,3,0
115279,4,0,1,100.0,0,0,0
182847,15,3,1,100.0,1,3,0
110266,16,0,0,100.0,1,0,1
69618,12,2,1,69.618,1,2,0
185640,23,1,1,100.0,1,1,1
52745,20,4,1,52.745,1,4,0
135346,10,3,1,100.0,1,3,0
108775,4,2,1,100.0,0,2,0
20816,23,4,1,20.816000000000003,1,4,1
166189,18,2,0,100.0,0,2,0
193577,21,4,0,100.0,0,4,1
44866,23,1,1,44.866,1,1,0
17667,10,0,1,17.666999999999998,1,0,0
108692,0,1,1,100.0,0,1,0
37184,11,0,1,37.184,0,0,0
186395,18,5,0,100.0,0,5,0
95489,17,2,0,95.489,1,2,0
167036,22,0,0,100.0,0,0,0
14089,11,2,0,14.088999999999999,0,2,0
166975,6,2,1,100.0,1,2,0
64700,14,0,1,64.7,1,0,0
63498,0,1,1,63.498,1,1,0
129309,11,5,0,100.0,1,5,1
119510,12,1,1,100.0,1,1,0
42392,9,1,0,42.392,1,1,0
102613,16,0,1,100.0,0,0,0
11079,0,2,0,11.079,0,2,0
65504,12,2,0,65.50399999999999,0,2,0
70718,3,0,0,70.718,1,0,0
115848,19,0,1,100.0,1,0,0
31615,6,3,0,31.615,1,3,1
23306,12,3,0,23.305999999999997,0,3,0
144491,19,5,1,100.0,1,5,1
10675,5,2,1,10.674999999999999,1,2,0
66101,22,0,0,66.101,1,0,0
18646,20,3,1,18.645999999999997,1,3,0
63280,11,2,0,63.28,1,2,0
18777,16,3,1,18.777,0,3,0
188900,2,1,1,100.0,1,1,0
39764,4,3,0,39.763999999999996,0,3,0
106062,5,0,0,100.0,0,0,0
196956,10,1,1,100.0,0,1,0
97395,7,2,0,97.395,1,2,0
146435,19,3,1,100.0,0,3,0
13071,20,2,1,13.071,0,2,0
22695,5,3,0,22.695,1,3,0
116035,11,2,1,100.0,0,2,0
137350,23,2,1,100.0,1,2,0
57213,11,5,1,57.213,0,5,0
181953,12,1,0,100.0,0,1,0
52222,6,5,1,52.222,1,5,0
190947,1,0,1,100.0,0,0,1
12486,9,1,1,12.486,1,1,0
7109,20,0,0,7.109,0,0,0
63591,0,0,1,63.590999999999994,0,0,0
180343,14,2,1,100.0,1,2,0
62214,14,1,0,62.214000000000006,0,1,0
16171,22,5,0,16.171,1,5,0
33387,0,1,0,33.387,1,1,0
42642,18,4,1,42.642,0,4,0
191593,17,0,1,100.0,0,0,0
34609,10,0,0,34.609,1,0,0
63090,5,2,1,63.09,1,2,0
16152,3,0,1,16.152,0,0,0
76064,0,0,1,76.064,0,0,0
152867,17,3,1,100.0,0,3,0
101224,11,4,0,100.0,0,4,0
61111,3,4,0,61.111000000000004,1,4,0
177625,8,1,1,100.0,0,1,0
62323,6,1,0,62.32299999999999,1,1,0
48678,18,0,1,48.678,1,0,0
140047,14,3,1,100.0,0,3,0
7916,23,2,1,7.9159999999999995,1,2,0
132488,6,0,1,100.0,0,0,0
40274,4,5,1,40.274,1,5,0
50126,7,1,1,50.126000000000005,1,1,0
83402,7,1,0,83.402,0,1,0
122086,17,3,1,100.0,1,3,0
108507,19,0,1,100.0,0,0,0
99106,17,0,1,99.10600000000001,0,0,0
13805,2,5,1,13.805,0,5,0
3680,4,3,0,3.6799999999999997,1,3,1
109042,21,0,0,100.0,0,0,0
52814,17,4,1,52.81400000000001,0,4,0
154019,1,3,0,100.0,1,3,1
19569,18,1,1,19.569,1,1,0
62596,3,0,0,62.596,1,0,0
185531,8,2,1,100.0,0,2,0
162948,21,1,0,100.0,0,1,0
186390,4,0,1,100.0,1,0,0
100628,4,2,1,100.0,1,2,0
21670,0,3,0,21.67,1,3,0
71287,13,3,1,71.287,0,3,0
184168,5,3,1,100.0,0,3,0
34097,12,3,0,34.097,1,3,0
190450,14,1,1,100.0,1,1,0
6822,18,2,0,6.822,0,2,0
162679,17,3,1,100.0,1,3,0
22967,6,3,1,22.967000000000002,0,3,0
175995,21,4,0,100.0,1,4,0
197814,12,0,0,100.0,0,0,1
107209,3,0,1,100.0,1,0,0
117732,4,1,0,100.0,1,1,1
62002,2,3,0,62.002,1,3,0
74966,11,1,0,74.966,0,1,0
23938,5,0,0,23.938000000000002,1,0,0
168058,3,1,0,100.0,1,1,0
18934,16,1,1,18.934,1,1,0
80490,19,1,0,80.49,0,1,0
44596,4,1,1,44.596000000000004,1,1,0
30052,6,2,1,30.052,1,2,0
150665,11,2,1,100.0,0,2,0
196826,22,3,0,100.0,0,3,1
191829,23,5,0,100.0,0,5,0
108628,13,3,1,100.0,1,3,0
173881,19,1,0,100.0,0,1,0
180968,8,3,0,100.0,0,3,1
70324,16,3,0,70.324,0,3,0
144096,9,1,1,100.0,0,1,0
23095,10,1,1,23.095,1,1,0
51431,10,2,0,51.431000000000004,1,2,0
11491,12,2,0,11.491,0,2,0
66835,10,0,0,66.835,1,0,1
94255,8,3,1,94.255,0,3,0
195408,21,5,1,100.0,1,5,0
15265,10,0,0,15.265,1,0,0
34321,9,2,1,34.321,1,2,0
146095,9,1,1,100.0,0,1,0
106513,15,0,0,100.0,0,0,0
90385,6,1,1,90.385,1,1,0
103697,22,1,1,100.0,0,1,0
66736,18,3,1,66.73599999999999,0,3,0
14692,21,1,0,14.692,0,1,0
23912,13,0,1,23.912,0,0,0
12832,12,5,0,12.831999999999999,0,5,1
95343,4,0,0,95.343,1,0,0
55329,20,3,1,55.32899999999999,1,3,0
60833,23,1,1,60.833000000000006,0,1,0
49452,22,0,0,49.452,1,0,0
32840,12,4,1,32.84,0,4,0
17826,6,1,1,17.826,0,1,0
57193,13,2,1,57.193000000000005,0,2,0
37322,8,0,1,37.322,1,0,0
55421,11,2,0,55.421,0,2,0
128261,1,1,0,100.0,1,1,1
24361,17,4,0,24.361,0,4,1
21969,5,3,1,21.969,0,3,0
71965,5,0,0,71.965,0,0,0
55139,13,4,0,55.139,0,4,1
5148,19,1,0,5.148,0,1,0
99962,5,3,1,99.96199999999999,0,3,0
25774,19,3,1,25.774,0,3,0
60493,16,2,1,60.492999999999995,1,2,0
8467,17,0,1,8.466999999999999,1,0,0
89682,23,1,1,89.68199999999999,1,1,0
175862,19,2,1,100.0,1,2,0
14670,16,1,0,14.67,0,1,0
198786,22,1,1,100.0,1,1,0
193925,3,2,1,100.0,1,2,0
46956,22,5,1,46.955999999999996,0,5,0
38562,3,2,1,38.562000000000005,1,2,0
103993,22,3,0,100.0,0,3,0
61403,1,2,0,61.403,1,2,0
158788,7,2,0,100.0,1,2,0
60830,20,0,1,60.83,0,0,0
152618,18,1,1,100.0,0,1,0
159880,5,1,0,100.0,0,1,0
43938,16,1,1,43.938,0,1,0
64089,7,3,0,64.089,0,3,0
170857,20,5,0,100.0,1,5,0
27723,20,2,0,27.723,1,2,0
193753,11,0,1,100.0,0,0,0
120096,13,3,0,100.0,0,3,0
41739,8,1,1,41.739,1,1,0
68468,8,0,0,68.46799999999999,0,0,0
28083,11,4,0,28.083000000000002,1,4,0
24660,10,3,1,24.66,0,3,0
155337,1,4,0,100.0,1,4,1
63715,15,1,0,63.714999999999996,0,1,0
162771,14,2,1,100.0,0,2,0
164904,22,1,1,100.0,0,1,0
138610,7,0,1,100.0,0,0,0
28020,9,1,1,28.02,1,1,0
115881,18,4,1,100.0,0,4,0
190628,0,1,1,100.0,1,1,0
83952,20,0,1,83.952,1,0,0
198500,18,0,1,100.0,0,0,0
3282,10,0,0,3.282,1,0,0
65455,22,0,1,65.455,1,0,0
86394,1,3,1,86.394,0,3,0
5926,16,2,1,5.926,1,2,0
171281,4,0,0,100.0,0,0,1
14179,22,3,0,14.179,1,3,0
29969,0,1,0,29.969,1,1,0
46136,14,2,1,46.135999999999996,0,2,0
19212,13,3,0,19.212,0,3,0
170627,2,2,1,100.0,0,2,1
15878,20,2,1,15.878,0,2,0
151371,15,3,0,100.0,1,3,1
101573,6,1,1,100.0,0,1,0
141806,14,1,0,100.0,0,1,0
185124,0,4,1,100.0,1,4,1
32692,15,2,0,32.692,0,2,0
29599,23,3,1,29.598999999999997,0,3,0
123004,18,2,1,100.0,1,2,0
29031,3,1,1,29.031000000000002,1,1,0
65150,21,1,1,65.14999999999999,0,1,0
68749,11,3,0,68.74900000000001,0,3,0
173146,18,2,0,100.0,1,2,0
149222,5,3,1,100.0,0,3,0
36211,19,2,0,36.211,0,2,0
168664,23,0,1,100.0,1,0,0
1751,23,2,0,1.7510000000000001,0,2,0
34860,2,4,1,34.86,0,4,0
102061,0,3,0,100.0,0,3,0
127397,15,5,1,100.0,1,5,0
165590,10,1,1,100.0,0,1,0
38962,5,2,0,38.962,1,2,0
20926,1,0,1,20.926000000000002,0,0,0
43302,18,5,1,43.302,1,5,0
166504,20,4,1,100.0,0,4,1
44854,15,3,0,44.854,0,3,0
34948,16,0,1,34.948,1,0,0
199340,9,5,0,100.0,0,5,1
81188,8,5,0,81.188,0,5,0
131662,7,1,1,100.0,0,1,1
19561,14,0,0,19.561,0,0,0
140326,23,3,1,100.0,0,3,0
23353,12,5,1,23.352999999999998,1,5,0
16368,15,2,1,16.368,1,2,0
192421,6,0,1,100.0,0,0,0
33663,8,0,1,33.663,1,0,0
23775,23,3,0,23.775,1,3,0
23414,11,4,1,23.413999999999998,1,4,0
26244,2,4,1,26.244,0,4,0
173064,16,2,1,100.0,0,2,0
45493,21,0,1,45.493,0,0,0
187711,7,1,1,100.0,0,1,0
131993,19,4,1,100.0,1,4,0
26272,5,1,1,26.272000000000002,1,1,0
28160,20,0,0,28.16,1,0,0
949,15,1,0,0.9490000000000001,0,1,0
41527,18,4,0,41.526999999999994,1,4,0
173018,21,1,1,100.0,1,1,0
109716,16,1,0,100.0,0,1,0
67609,23,1,1,67.609,1,1,0
135121,0,5,0,100.0,0,5,1
86802,6,2,0,86.802,0,2,0
80423,20,5,1,80.423,0,5,1
91700,21,1,0,91.7,0,1,0
27294,7,2,1,27.294,0,2,0
64047,23,2,0,64.047,0,2,0
180772,18,2,0,100.0,0,2,1
176344,16,1,1,100.0,1,1,0
184955,21,2,1,100.0,0,2,0
101384,2,5,0,100.0,1,5,0
104279,6,5,0,100.0,1,5,0
57824,4,3,0,57.824,1,3,0
134903,17,3,1,100.0,0,3,0
6203,3,0,0,6.203,1,0,0
98660,3,3,1,98.66,1,3,0
92653,15,0,0,92.65299999999999,0,0,0
43642,3,2,0,43.641999999999996,1,2,0
169425,19,5,0,100.0,0,5,1
112276,11,0,1,100.0,1,0,0
60429,14,0,0,60.429,0,0,0
195811,9,2,1,100.0,0,2,0
148533,12,3,1,100.0,0,3,0
35313,6,1,1,35.313,1,1,0
43239,7,2,0,43.239,0,2,0
52436,23,5,1,52.43600000000001,1,5,1
115771,15,0,0,100.0,0,0,0
175724,16,5,1,100.0,0,5,0
178749,17,5,1,100.0,0,5,0
24762,10,2,1,24.762,0,2,0
23905,0,2,1,23.905,1,2,0
37505,2,3,0,37.505,1,3,0
44473,12,0,1,44.473,1,0,0
54436,10,3,1,54.43599999999999,1,3,0
66734,6,0,0,66.73400000000001,0,0,0
2824,7,0,0,2.8240000000000003,0,0,0
95192,18,0,0,95.192,0,0,0
141705,16,5,0,100.0,1,5,1
105960,16,2,1,100.0,0,2,0
91172,0,1,0,91.172,1,1,0
163995,22,1,1,100.0,0,1,0
165853,13,2,1,100.0,0,2,0
41611,10,1,0,41.611,0,1,0
55533,5,2,0,55.533,1,2,0
156779,7,0,0,100.0,1,0,1
1103,21,1,1,1.103,0,1,0
48798,18,1,0,48.798,0,1,0
180267,22,5,0,100.0,0,5,0
74929,12,3,1,74.929,0,3,0
2711,8,0,1,2.711,1,0,0
75754,15,5,1,75.754,1,5,1
92322,2,1,1,92.322,0,1,0
108495,7,4,1,100.0,1,4,1
53362,2,2,0,53.361999999999995,0,2,0
88207,11,5,1,88.20700000000001,0,5,0
180580,8,3,0,100.0,0,3,1
108250,4,3,0,100.0,0,3,0
43625,4,1,1,43.625,0,1,0
74554,17,3,0,74.554,0,3,0
55266,1,3,1,55.266000000000005,0,3,0
102817,20,3,0,100.0,0,3,1
177682,4,2,1,100.0,0,2,0
107770,17,0,1,100.0,0,0,0
29928,4,3,0,29.927999999999997,0,3,0
